query_form,complexity_score,nary_count,has_negation,has_annotation,op_FILTER,op_FILTER_NOT_EXISTS,op_OPTIONAL,op_UNION,op_GROUP_BY,op_ORDER_BY,op_LIMIT,op_DISTINCT,op_HAVING,op_BIND,op_VALUES,op_SUBQUERY,op_REGEX,op_STRSTARTS,op_COUNT,op_AGG_OTHER,operator_count,operator_diversity,join_count,nesting_depth,compositional_score,entity_count,class_count,relation_count,literal_count,namespace_count,ttr,vocab_tokens,line_count,token_count,char_count,Domain
SELECT,52.5,0,1,1,1,2,7,9,0,1,0,1,0,0,0,1,0,2,0,0,24,8,11,4,36.5,19,87,37,8,6,0.1467,300,95,586,6333,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,4,2,16.0,5,2,3,3,5,0.4565,46,18,65,860,TelcoQA
SELECT,19.5,0,0,1,1,0,7,0,0,1,0,1,0,0,0,1,0,2,0,0,13,6,4,2,20.0,8,5,3,8,5,0.3827,81,29,124,1466,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,6,3,4,3,5,0.4074,54,20,78,1000,TelcoQA
SELECT,14.5,0,0,1,2,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,5,5,0.44,50,21,76,932,TelcoQA
SELECT,26.5,1,0,1,2,0,5,3,0,1,0,1,0,0,0,1,0,0,0,0,13,6,12,2,32.0,17,31,18,5,5,0.2649,151,35,268,2602,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,7,7,11,5,6,0.3,90,37,125,1760,TelcoQA
SELECT,16.5,0,0,1,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,6,5,0.4107,56,23,84,1025,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,7,2,20.5,12,3,25,3,5,0.2524,103,43,162,2355,TelcoQA
SELECT,12.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,4,6,0.449,49,20,71,896,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,4,2,18.0,5,2,4,6,6,0.4717,53,23,81,988,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,6,0.463,54,21,84,1054,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,5,0.463,54,20,81,1007,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,6,5,2,5,5,0.4286,63,25,94,1190,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,5,0.4727,55,20,81,1014,TelcoQA
SELECT,14.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,8,2,24.0,8,2,7,4,5,0.4265,68,23,91,1058,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,8,3,29.0,14,15,12,5,6,0.2903,124,47,175,2303,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,4,2,20.0,4,3,1,3,5,0.375,56,21,71,935,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.4681,47,20,70,860,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10.0,14,22,1,3,6,0.3218,87,36,125,1428,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,5,6,1,3,6,0.4186,43,20,61,823,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,3,7,2,5,5,0.451,51,23,73,929,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,12.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,4,5,0.4773,44,19,68,826,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,22.5,0,1,1,1,2,5,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,6,3,26.0,10,7,10,6,5,0.3646,96,37,145,1755,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,11.5,8,11,1,3,6,0.3684,57,25,81,989,TelcoQA
SELECT,16.0,2,0,1,2,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,5,2,19.5,7,5,5,3,5,0.4,60,25,98,1172,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,6,2,19.0,18,16,16,10,5,0.2611,157,52,173,2523,TelcoQA
SELECT,13.5,0,1,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,7,3,23.5,13,18,5,7,6,0.2973,111,43,160,2070,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,6,2,23.0,7,7,4,6,5,0.3625,80,30,115,1415,TelcoQA
SELECT,14.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,8,2,24.0,8,2,7,4,5,0.4118,68,23,91,1078,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,18.0,0,0,1,1,0,6,0,0,1,0,1,0,0,0,1,0,2,0,0,12,6,8,2,26.0,8,7,5,7,6,0.3373,83,33,126,1591,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,7,6,1,3,5,0.4545,44,19,58,771,TelcoQA
SELECT,22.5,0,0,1,1,0,5,2,0,1,0,1,0,0,0,1,0,2,0,0,13,7,13,2,35.5,15,31,16,6,5,0.2339,171,53,266,2959,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,4,2,20.0,5,5,7,6,6,0.3258,89,32,115,1624,TelcoQA
SELECT,22.5,0,1,1,1,2,5,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,9,4,31.5,13,13,10,5,6,0.2719,114,44,168,2227,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,10,2,25.0,20,35,15,7,6,0.2416,178,69,241,3068,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,7,2,24.5,7,9,3,3,5,0.3284,67,29,101,1207,TelcoQA
SELECT,42.0,0,1,1,1,3,10,3,0,1,0,1,0,0,0,1,0,2,0,0,22,8,25,4,57.5,32,115,42,10,6,0.1548,420,113,739,7324,TelcoQA
SELECT,19.5,0,1,1,1,2,3,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,6,4,27.0,7,7,3,4,6,0.314,86,30,113,1601,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,6,6,0.4423,52,23,79,995,TelcoQA
SELECT,19.5,0,0,1,1,0,7,0,0,1,0,1,0,0,0,1,0,2,0,0,13,6,6,2,23.0,8,6,5,7,5,0.3951,81,31,128,1417,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,3,4,0,3,5,0.5,32,16,46,645,TelcoQA
SELECT,21.0,0,1,1,1,1,4,1,0,1,0,1,0,0,0,1,0,2,0,0,12,8,6,2,27.0,14,17,21,5,6,0.3053,131,53,211,2720,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,21.0,0,1,1,1,1,6,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,7,2,26.5,9,11,3,7,5,0.3297,91,35,145,1569,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,6,3,26.0,7,4,5,5,5,0.3889,72,28,105,1358,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,5,2,19.5,8,9,4,3,5,0.3529,68,21,104,1168,TelcoQA
ASK,4.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,10.0,5,7,1,4,6,0.4286,49,22,71,955,TelcoQA
SELECT,11.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,3,2,16.5,4,2,2,4,5,0.5,40,18,60,772,TelcoQA
SELECT,17.5,1,0,1,2,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,10,5,8,2,24.0,10,2,10,5,6,0.4324,74,29,112,1284,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,4,2,20.0,5,3,2,3,5,0.3922,51,22,71,963,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,5,0.451,51,19,72,897,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,6,4,7,4,5,0.3731,67,28,96,1320,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,9,7,7,4,5,0.3103,87,31,108,1605,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.4681,47,20,68,884,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,4,3,23.0,5,3,1,5,5,0.4167,60,22,88,1070,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,6,3,2,4,5,0.4098,61,22,80,1031,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,5,0.4314,51,19,72,938,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,2,2,17.0,6,1,2,3,5,0.48,50,21,63,861,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10.0,9,13,1,3,6,0.3667,60,27,89,1095,TelcoQA
SELECT,45.0,0,1,1,1,5,10,2,0,1,0,1,0,0,0,1,0,2,0,0,23,8,8,7,35.0,11,30,12,10,6,0.2389,180,60,308,3375,TelcoQA
SELECT,17.0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,1,0,2,0,0,11,8,11,3,35.5,18,19,14,4,6,0.2701,137,52,189,2535,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,7,2,24.5,8,7,5,5,6,0.3444,90,31,117,1505,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,8,8,6,5,6,0.3043,92,33,122,1549,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,18.0,0,0,1,1,0,6,0,0,1,0,1,0,0,0,1,0,2,0,0,12,6,5,2,21.5,7,4,2,6,5,0.4028,72,25,103,1250,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,8.5,5,13,0,3,6,0.3077,52,26,85,997,TelcoQA
SELECT,25.5,0,1,1,1,2,7,0,0,1,0,1,0,0,0,1,0,2,0,0,15,7,9,3,30.5,15,12,12,7,5,0.3445,119,45,183,2284,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,7,3,27.5,9,9,10,5,5,0.3056,108,37,141,1801,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.0,1,2,0,3,5,0.5172,29,14,38,572,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,11,2,26.5,14,3,31,3,5,0.183,153,49,186,2924,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,3,2,16.5,4,2,3,5,6,0.4773,44,21,71,903,TelcoQA
SELECT,27.0,0,1,1,1,3,6,0,0,1,0,1,0,0,0,1,0,2,0,0,15,7,14,3,38.0,18,21,16,7,6,0.2588,170,60,243,2937,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,8,9,5,5,5,0.3472,72,30,97,1354,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,4,2,22.0,4,5,1,4,5,0.4,55,23,92,1019,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,10,2,29.0,13,15,13,6,5,0.2701,137,42,178,2347,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,4,3,2,5,6,0.4894,47,20,59,887,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,7,6,3,4,5,0.403,67,26,98,1140,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,2,6,1,3,5,0.4706,34,19,58,719,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,8.5,6,13,1,3,6,0.3962,53,27,89,1046,TelcoQA
SELECT,19.5,0,1,1,1,2,3,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,9,2,29.5,11,23,10,4,6,0.2348,132,41,204,2270,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,8,2,26.0,13,8,9,4,5,0.3723,94,34,124,1615,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,4,2,16.0,10,8,4,11,6,0.3564,101,35,122,1756,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,21.0,0,1,1,1,2,4,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,4,4,24.0,6,3,2,5,6,0.3913,69,25,100,1264,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,6,3,26.0,6,9,1,4,5,0.3165,79,26,112,1344,TelcoQA
SELECT,19.5,0,0,1,1,0,7,0,0,1,0,1,0,0,0,1,0,2,0,0,13,6,6,2,23.0,8,5,7,7,6,0.3333,96,33,130,1712,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,16.0,17,34,1,3,6,0.2456,114,48,173,1840,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,9,8,5,5,5,0.3896,77,31,117,1380,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,5,4,4,4,6,0.3239,71,26,90,1287,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.0,2,3,0,3,5,0.5,30,15,42,596,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,2,2,17.0,6,1,2,3,5,0.4898,49,21,63,866,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,9,9,1,3,6,0.451,51,23,73,887,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,8.5,9,13,1,3,6,0.3548,62,27,89,1094,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,3,3,21.5,7,7,9,4,6,0.3086,81,34,121,1584,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,3,4,1,6,5,0.449,49,20,60,855,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,6,2,23.0,8,9,8,5,5,0.3596,89,35,132,1610,TelcoQA
SELECT,36.0,0,1,1,1,1,6,5,0,1,0,1,0,0,0,1,0,2,0,0,18,8,7,2,28.5,8,25,8,7,5,0.193,171,44,240,2582,TelcoQA
SELECT,21.0,0,1,1,1,2,4,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,8,3,29.0,14,18,15,5,6,0.295,139,54,205,2583,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,6,0.4706,51,20,75,951,TelcoQA
SELECT,19.5,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,9,2,29.5,11,12,8,6,5,0.2833,120,40,156,2074,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,7,2,20.5,13,3,18,3,5,0.3034,89,36,134,1923,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,3,2,18.5,5,1,3,3,6,0.44,50,23,66,991,TelcoQA
ASK,4.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,10.0,3,3,2,4,5,0.4884,43,18,56,799,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,7,2,20.5,7,2,6,3,5,0.4237,59,21,81,948,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,6,5,4,4,5,0.4151,53,22,62,1022,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,5,3,1,4,6,0.4138,58,22,79,1048,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,5,0.4727,55,20,81,1019,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,6,0.4634,41,18,56,771,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4.0,1,1,0,3,5,0.5357,28,16,36,593,TelcoQA
SELECT,10.5,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,5,5,5,3,20.5,12,8,8,7,6,0.3232,99,35,123,1671,TelcoQA
SELECT,26.0,0,0,1,7,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,14,5,11,2,28.5,12,2,10,10,6,0.3448,87,33,127,1497,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,11,2,32.5,13,13,8,5,6,0.287,115,41,159,2009,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,1,2,11.5,9,3,6,7,6,0.3944,71,28,87,1325,TelcoQA
SELECT,17.5,0,0,1,2,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,10,5,8,2,24.0,8,4,8,5,5,0.3671,79,26,111,1256,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,6,5,0.4286,63,22,78,976,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,4,4,2,4,5,0.4545,44,19,56,849,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,9,2,27.5,12,9,11,5,6,0.3137,102,39,143,1940,TelcoQA
SELECT,17.0,0,0,1,4,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,7,6,0.3731,67,25,87,1083,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,16.5,0,0,1,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,6,6,0.3939,66,24,87,1099,TelcoQA
SELECT,19.5,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,8,3,29.0,11,6,5,5,5,0.3647,85,30,119,1511,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,4,2,16.0,6,2,3,3,5,0.4894,47,18,65,843,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,2,2,13.0,8,5,3,9,5,0.3671,79,28,90,1343,TelcoQA
SELECT,25.5,0,1,1,1,2,7,0,0,1,0,1,0,0,0,1,0,2,0,0,15,7,8,4,30.0,14,14,14,6,6,0.2927,123,50,191,2500,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,4,2,20.0,6,3,2,5,5,0.4154,65,23,86,1111,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,3,2,18.5,5,2,2,4,5,0.4107,56,21,73,1023,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,7,3,27.5,9,13,8,5,6,0.3333,93,41,155,1833,TelcoQA
SELECT,12.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,4,6,0.44,50,20,71,922,TelcoQA
SELECT,11.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,3,2,16.5,4,2,2,4,5,0.5,40,18,60,782,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,3,2,20.5,7,4,3,5,5,0.3836,73,26,101,1245,TelcoQA
ASK,4.5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,12.0,5,16,7,7,5,0.266,94,33,131,1733,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,30.0,0,0,1,1,0,8,3,0,1,0,1,0,0,0,1,0,2,0,0,17,7,12,2,34.0,19,44,25,8,6,0.2008,244,70,368,4112,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,5,0.451,51,19,72,897,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,7,4,2,4,6,0.3939,66,24,88,1137,TelcoQA
